ID,description
tomato_190,"A globular, crimson fruit featuring lustrous skin and succulent flesh, commonly used in salads and cooking."
tomato_191,"A vibrant red fruit with a spherical shape, featuring polished skin and moist, tangy flesh."
tomato_192,"An vibrant crimson fruit with shiny exterior, known for its sappy interior and versatile culinary uses."
tomato_193,"A circular brilliant red fruit with glossy skin, offering juicy flesh and a slightly tangy flavor."
tomato_194,"A red fruit with a polished appearance, featuring pulpy interior and widespread culinary applications."
tomato_195,"An bright deep red fruit featuring a circular form, known for its glossy skin and tangy, watery flesh."
tomato_196,"A scarlet fruit with glossy exterior, offering sappy consistency and versatile cooking uses."
tomato_197,"A globular vibrant red fruit with glossy skin, featuring sappy interior and a refreshing taste."
tomato_198,"An vibrant bright red fruit with a globulared shape, known for its polished exterior and watery flesh."
tomato_199,"A red fruit with glossy skin, offering sappy texture and culinary versatility."
tomato_200,"A globular, deep red fruit featuring shiny skin and pulpy flesh, commonly used in salads and cooking."
tomato_201,"An vivid red fruit with a spherical shape, featuring polished skin and juicy, tangy flesh."
tomato_202,"A vibrant brilliant red fruit with shiny exterior, known for its juicy interior and versatile culinary uses."
tomato_203,"A spherical brilliant red fruit with glossy skin, offering pulpy flesh and a slightly tangy flavor."
tomato_204,"An crimson fruit with a sleek appearance, featuring watery interior and widespread culinary applications."
tomato_205,"A bright vibrant red fruit featuring a spherical form, known for its sleek skin and tangy, succulent flesh."
tomato_206,"A scarlet fruit with glossy exterior, offering pulpy consistency and versatile cooking uses."
tomato_207,"An round bright red fruit with sleek skin, featuring watery interior and a refreshing taste."
tomato_208,"A vibrant brilliant red fruit with a rounded shape, known for its sleek exterior and moist flesh."
tomato_209,"A vibrant red fruit with glossy skin, providing succulent texture and culinary versatility."
tomato_210,"An round, red fruit featuring lustrous skin and moist flesh, commonly used in salads and cooking."
tomato_211,"A bright red fruit with a circular shape, featuring glossy skin and moist, tangy flesh."
tomato_212,"A vibrant red fruit with sleek exterior, known for its moist interior and versatile culinary uses."
tomato_213,"An spherical crimson fruit with glossy skin, offering succulent flesh and a slightly tangy flavor."
tomato_214,"A crimson fruit with a silky appearance, featuring juicy interior and widespread culinary applications."
tomato_215,"A bright brilliant red fruit featuring a round form, known for its smooth skin and tangy, moist flesh."
tomato_216,"A vivid red fruit featuring glossy exterior, providing juicy consistency and versatile cooking uses."
tomato_217,"A spherical brilliant red fruit with lustrous skin, featuring moist interior and a refreshing taste."
tomato_218,"A vibrant bright red fruit with a globulared shape, known for its glossy exterior and watery flesh."
tomato_219,"An crimson fruit with glossy skin, offering sappy texture and culinary versatility."
tomato_220,"A round, red fruit featuring silky skin and pulpy flesh, commonly used in salads and cooking."
tomato_221,"A deep red fruit with a circular shape, featuring glossy skin and sappy, tangy flesh."
tomato_222,"An vibrant red fruit with polished exterior, known for its watery interior and versatile culinary uses."
tomato_223,"A globular scarlet fruit with glossy skin, offering sappy flesh and a slightly tangy flavor."
tomato_224,"A vibrant red fruit with a polished appearance, featuring pulpy interior and widespread culinary applications."
tomato_225,"An bright vivid red fruit featuring a globular form, known for its polished skin and tangy, sappy flesh."
tomato_226,"A red fruit with glossy exterior, offering pulpy consistency and versatile cooking uses."
tomato_227,"A globular red fruit with sleek skin, featuring watery interior and a refreshing taste."
tomato_228,"An vibrant brilliant red fruit with a rounded shape, known for its polished exterior and succulent flesh."
tomato_229,"A scarlet fruit with glossy skin, offering watery texture and culinary versatility."
tomato_230,"A spherical, deep red fruit featuring shiny skin and juicy flesh, commonly used in salads and cooking."
tomato_231,"An red fruit with a circular shape, featuring smooth skin and succulent, tangy flesh."
tomato_232,"A vibrant vivid red fruit with glossy exterior, known for its watery interior and versatile culinary uses."
tomato_233,"A spherical deep red fruit with glossy skin, offering pulpy flesh and a slightly tangy flavor."
tomato_234,"An crimson fruit with a glossy appearance, featuring succulent interior and widespread culinary applications."
tomato_235,"A bright vivid red fruit featuring a spherical form, known for its lustrous skin and tangy, watery flesh."
tomato_236,"An brilliant red fruit with glossy exterior, offering sappy consistency and versatile cooking uses."
tomato_237,"An spherical scarlet fruit with sleek skin, featuring sappy interior and a refreshing taste."
tomato_238,"A vibrant crimson fruit with a globulared shape, prized for its silky exterior and sappy flesh."
tomato_239,"A red fruit with glossy skin, offering moist texture and culinary versatility."
tomato_240,"An round, vibrant red fruit featuring shiny skin and succulent flesh, commonly used in salads and cooking."
tomato_241,"A vivid red fruit with a spherical shape, featuring silky skin and succulent, tangy flesh."
tomato_242,"A vibrant vivid red fruit with polished exterior, known for its juicy interior and versatile culinary uses."
tomato_243,"An spherical crimson fruit with glossy skin, offering moist flesh and a slightly tangy flavor."
tomato_244,"A bright red fruit with a polished appearance, featuring succulent interior and widespread culinary applications."
tomato_245,"A bright crimson fruit featuring a globular form, prized for its glossy skin and tangy, juicy flesh."
tomato_246,"An vivid red fruit with glossy exterior, offering juicy consistency and versatile cooking uses."
tomato_247,"A spherical bright red fruit with shiny skin, featuring succulent interior and a refreshing taste."
tomato_248,"A vibrant deep red fruit with a rounded shape, known for its glossy exterior and sappy flesh."
tomato_249,"An scarlet fruit with glossy skin, offering sappy texture and culinary versatility."
tomato_250,"A globular, vivid red fruit featuring shiny skin and moist flesh, commonly used in salads and cooking."
tomato_251,"A brilliant red fruit with a circular shape, featuring smooth skin and watery, tangy flesh."
tomato_252,"An vibrant bright red fruit with shiny exterior, prized for its sappy interior and versatile culinary uses."
tomato_253,"A globular vivid red fruit with glossy skin, providing watery flesh and a slightly tangy flavor."
tomato_254,"A bright red fruit with a smooth appearance, featuring moist interior and widespread culinary applications."
tomato_255,"A bright brilliant red fruit with a globular form, known for its shiny skin and tangy, sappy flesh."
tomato_256,"A vivid red fruit with glossy exterior, offering sappy consistency and versatile cooking uses."
tomato_257,"A globular scarlet fruit with smooth skin, featuring succulent interior and a refreshing taste."
tomato_258,"An vibrant vivid red fruit with a globulared shape, known for its polished exterior and watery flesh."
tomato_259,"A crimson fruit with glossy skin, offering sappy texture and culinary versatility."
tomato_260,"A spherical, vivid red fruit featuring shiny skin and pulpy flesh, commonly used in salads and cooking."
